DATAFLOW,LAST UPDATE,freq,org_inst,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2007,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2008,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2009,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2010,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2011,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2012,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2013,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2014,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2015,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2016,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2017,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2018,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2019,29.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2020,29.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2021,29.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2022,35.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2023,29.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Luxembourg,2024,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2003,25.0,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2004,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2005,23.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2006,23.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2007,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2008,27.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2009,24.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2010,26.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2011,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2012,30.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2013,28.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2014,24.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2015,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2016,21.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2017,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2018,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2019,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2020,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2021,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2022,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2023,34.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Latvia,2024,44.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2015,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2016,18.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2017,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2018,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2019,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2020,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2021,30.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2022,11.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Montenegro,2023,21.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2008,8.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2009,13.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2010,13.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2011,13.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2012,15.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2013,10.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2014,12.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2015,10.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2016,12.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2017,14.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2018,12.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2019,15.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2020,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2021,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2022,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,North Macedonia,2023,27.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2004,15.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2005,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2006,15.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2007,15.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2008,13.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2009,13.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2010,15.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2011,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2012,15.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2013,8.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2014,8.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2015,8.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2016,13.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2017,12.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2018,12.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2019,8.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2020,7.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2021,11.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2022,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2023,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Malta,2024,19.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2003,38.5,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2004,36.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2005,34.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2006,31.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2007,40.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2008,40.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2009,40.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2010,35.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2011,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2012,35.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2013,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2014,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2015,35.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2016,35.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2017,41.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2018,41.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2019,43.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2020,48.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2021,30.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2022,48.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2023,53.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Netherlands,2024,39.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2003,47.1,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2004,36.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2005,36.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2006,45.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2007,46.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2008,42.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2009,44.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2010,45.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2011,46.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2012,44.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2013,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2014,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2015,39.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2016,38.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2017,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2018,42.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2019,38.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2020,44.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2021,47.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2022,43.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2023,47.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Norway,2024,43.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2004,6.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2005,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2006,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2007,18.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2008,20.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2009,21.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2010,18.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2011,20.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2012,26.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2013,27.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2014,29.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2015,29.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2016,17.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2017,18.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2018,17.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2019,15.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2020,20.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2021,19.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2022,20.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2023,20.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Poland,2024,29.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2003,18.9,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2004,13.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2005,13.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2006,10.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2007,9.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2008,11.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2009,16.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2010,18.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2011,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2012,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2013,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2014,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2015,33.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2016,32.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2017,32.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2018,36.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2019,37.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2020,38.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2021,37.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2022,35.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2023,36.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Portugal,2024,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2003,15.0,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2004,17.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2005,15.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2006,13.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2007,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2008,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2009,18.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2010,11.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2011,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2012,19.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2013,21.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2014,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2015,35.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2016,36.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2017,21.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2018,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2019,17.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2020,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2021,7.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2022,9.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2023,30.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Romania,2024,30.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2008,18.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2009,18.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2010,18.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2011,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2012,26.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2013,13.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2014,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2015,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2016,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2017,22.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2018,22.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2019,22.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2020,45.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2021,45.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2022,40.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Serbia,2023,37.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2003,52.4,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2004,43.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2005,46.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2006,42.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2007,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2008,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2009,45.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2010,45.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2011,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2012,54.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2013,54.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2014,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2015,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2016,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2017,52.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2018,52.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2019,52.2,,
